Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
5,7/10/1938,198,Royan,Bordeaux,Plain stage,Éloi Meulenberg,BEL
6a,7/11/1938,53,Bordeaux,Arcachon,Plain stage,Jules Rossi,ITA
6b,7/11/1938,171,Arcachon,Bayonne,Plain stage,Glauco Servadei,ITA
7,7/12/1938,115,Bayonne,Pau,Plain stage,Theo Middelkamp,NED
8,7/14/1938,193,Pau,Luchon,Stage with mountain(s),Félicien Vervaecke,BEL
9,7/16/1938,260,Luchon,Perpignan,Stage with mountain(s),Jean Fréchaut,FRA
10a,7/17/1938,63,Perpignan,Narbonne,Plain stage,Antoon van Schendel,NED
10b,7/17/1938,27,Narbonne,Béziers,Individual time trial,Félicien Vervaecke,BEL
10c,7/17/1938,73,Béziers,Montpellier,Plain stage,Antonin Magne,FRA
11,7/18/1938,223,Montpellier,Marseille,Plain stage,Gino Bartali,ITA
12,7/19/1938,199,Marseille,Cannes,Plain stage,Jean Fréchaut,FRA
13,7/21/1938,284,Cannes,Digne,Stage with mountain(s),Dante Gianello,FRA
14,7/22/1938,219,Digne,Briançon,Stage with mountain(s),Gino Bartali,ITA
15,7/23/1938,311,Briançon,Aix-les-Bains,Stage with mountain(s),Marcel Kint,BEL
16,7/25/1938,284,Aix-les-Bains,Besançon,Stage with mountain(s),Marcel Kint,BEL
17a,7/26/1938,89,Besançon,Belfort,Plain stage,Émile Masson Jr.,BEL
17b,7/26/1938,143,Belfort,Strasbourg,Plain stage,Jean Fréchaut,FRA
18,7/27/1938,186,Strasbourg,Metz,Plain stage,Marcel Kint,BEL
19,7/28/1938,196,Metz,Reims,Plain stage,Fabien Galateau,FRA
20a,7/30/1938,48,Reims,Laon,Plain stage,Glauco Servadei,ITA
20b,7/30/1938,42,Laon,Saint-Quentin,Individual time trial,Félicien Vervaecke,BEL
20c,7/30/1938,107,Saint-Quentin,Lille,Plain stage,François Neuville,BEL
21,7/31/1938,279,Lille,Paris,Plain stage,Antonin Magne,FRA
1,6/30/1937,263,Paris,Lille,Plain stage,Jean Majerus,LUX
2,7/1/1937,192,Lille,Charleville,Plain stage,Maurice Archambaud,FRA
3,7/2/1937,161,Charleville,Metz,Plain stage,Walter Generati,ITA
4,7/3/1937,220,Metz,Belfort,Stage with mountain(s),Erich Bautz,GER
5a,7/4/1937,175,Belfort,Lons-le-Saunier,Plain stage,Henri Puppo,FRA
5b,7/4/1937,34,Lons-le-Saunier,Champagnole,Team time trial,Sylvère Maes,BEL
5c,7/4/1937,93,Champagnole,Geneva,Plain stage,Leo Amberg,SUI
6,7/6/1937,180,Geneva,Aix-les-Bains,Stage with mountain(s),Gustaaf Deloor,BEL
7,7/7/1937,228,Aix-les-Bains,Grenoble,Stage with mountain(s),Gino Bartali,ITA
8,7/8/1937,194,Grenoble,Briançon,Stage with mountain(s),Otto Weckerling,GER
9,7/9/1937,220,Briançon,Digne,Stage with mountain(s),Roger Lapébie,FRA
10,7/11/1937,251,Digne,Nice,Stage with mountain(s),Félicien Vervaecke,BEL
11a,7/13/1937,169,Nice,Toulon,Plain stage,Eloi Meulenberg,BEL
11b,7/13/1937,65,Toulon,Marseille,Team time trial,Gustaaf Danneels,BEL
12a,7/14/1937,112,Marseille,Nîmes,Plain stage,Alphonse Antoine,FRA
12b,7/14/1937,51,Nîmes,Montpellier,Plain stage,René Pedroli,SUI
13a,7/15/1937,103,Montpellier,Narbonne,Plain stage,Francesco Camusso,ITA
13b,7/15/1937,63,Narbonne,Perpignan,Plain stage,Eloi Meulenberg,BEL
14a,7/17/1937,99,Perpignan,Bourg-Madame,Plain stage,Eloi Meulenberg,BEL
14b,7/17/1937,59,Bourg-Madame,Ax-les-Thermes,Stage with mountain(s),Mariano Canardo,ESP
14c,7/17/1937,167,Ax-les-Thermes,Luchon,Stage with mountain(s),Eloi Meulenberg,BEL
15,7/19/1937,194,Luchon,Pau,Stage with mountain(s),Julian Berrendero,ESP
16,7/21/1937,235,Pau,Bordeaux,Plain stage,Paul Chocque,FRA
17a,7/22/1937,123,Bordeaux,Royan,Plain stage,Erich Bautz,GER
17b,7/22/1937,37,Royan,Saintes,Plain stage,Adolph Braeckeveldt,BEL
17c,7/22/1937,67,Saintes,La Rochelle,Plain stage,Roger Lapébie,FRA
18a,7/23/1937,82,La Rochelle,La Roche-sur-Yon,Team time trial,Roger Lapébie,FRA
18b,7/23/1937,172,La Roche-sur-Yon,Rennes,Plain stage,Paul Chocque,FRA
19a,7/24/1937,114,Rennes,Vire,Plain stage,Raymond Passat,FRA
19b,7/24/1937,59,Vire,Caen,Individual time trial,Leo Amberg,SUI
20,7/25/1937,234,Caen,Paris,Plain stage,Edward Vissers,BEL
1,7/7/1936,258,Paris,Lille,Plain stage,Paul Egli,SUI
2,7/8/1936,192,Lille,Charleville,Plain stage,Robert Wierinckx,BEL
3,7/9/1936,161,Charleville,Metz,Plain stage,Mathias Clemens,LUX
4,7/10/1936,220,Metz,Belfort,Stage with mountain(s),Maurice Archambaud,FRA
5,7/11/1936,298,Belfort,Évian-les-Bains,Plain stage,René Le Grèves,FRA
6,7/13/1936,212,Évian-les-Bains,Aix-les-Bains,Stage with mountain(s),Éloi Meulenberg,BEL
7,7/14/1936,230,Aix-les-Bains,Grenoble,Stage with mountain(s),Theo Middelkamp,NED
8,7/15/1936,194,Grenoble,Briançon,Stage with mountain(s),Jean-Marie Goasmat,FRA
9,7/16/1936,220,Briançon,Digne,Stage with mountain(s),Léon Level,FRA
10,7/18/1936,156,Digne,Nice,Plain stage,Paul Maye,FRA
11,7/19/1936,126,Nice,Cannes,Stage with mountain(s),Federico Ezquerra,ESP
12,7/21/1936,195,Cannes,Marseille,Plain stage,René Le Grevès,FRA
13a,7/22/1936,112,Marseille,Nîmes,Plain stage,René Le Grevès,FRA
13b,7/22/1936,52,Nîmes,Montpellier,Individual time trial,Sylvère Maes,BEL
14a,7/23/1936,103,Montpellier,Narbonne,Plain stage,René Le Grevès,FRA
14b,7/23/1936,63,Narbonne,Perpignan,Individual time trial,Sylvère Maes,BEL
15,7/25/1936,325,Perpignan,Luchon,Stage with mountain(s),Sauveur Ducazeaux,FRA
16,7/27/1936,194,Luchon,Pau,Stage with mountain(s),Sylvère Maes,BEL
17,7/29/1936,229,Pau,Bordeaux,Plain stage,René Le Grevès,FRA
18a,7/30/1936,117,Bordeaux,Saintes,Plain stage,Éloi Meulenberg,BEL
18b,7/30/1936,75,Saintes,La Rochelle,Individual time trial,Sylvère Maes,BEL
19a,7/31/1936,81,La Rochelle,La Roche-sur-Yon,Plain stage,Marcel Kint,BEL
19b,7/31/1936,65,La Roche-sur-Yon,Cholet,Individual time trial,Félicien Vervaecke,BEL
19c,7/31/1936,67,Cholet,Angers,Plain stage,Paul Maye,FRA
20a,8/1/1936,204,Angers,Vire,Plain stage,René Le Grevès,FRA
20b,8/1/1936,55,Vire,Caen,Individual time trial,Antonin Magne,FRA
21,8/2/1936,234,Caen,Paris,Plain stage,Arsène Mersch,LUX
1,7/4/1935,262,Paris,Lille,Plain stage,Romain Maes,BEL
2,7/5/1935,192,Lille,Charleville,Plain stage,Charles Pélissier,FRA
3,7/6/1935,161,Charleville,Metz,Plain stage,Rafaele di Paco,ITA
4,7/7/1935,220,Metz,Belfort,Stage with mountain(s),Jean Aerts,BEL
5a,7/8/1935,262,Belfort,"Geneva, Switzerland",Plain stage,Maurice Archambaud,FRA
5b,7/8/1935,58,Geneva,Evian,Individual time trial,Rafaele di Paco,ITA
6,7/10/1935,207,Evian,Aix-les-Bains,Stage with mountain(s),René Vietto,FRA
7,7/11/1935,229,Aix-les-Bains,Grenoble,Stage with mountain(s),Francesco Camusso,ITA
8,7/12/1935,102,Grenoble,Gap,Stage with mountain(s),Jean Aerts,BEL
9,7/13/1935,227,Gap,Digne,Stage with mountain(s),René Vietto,FRA
10,7/14/1935,156,Digne,Nice,Plain stage,Jean Aerts,BEL
11,7/16/1935,126,Nice,Cannes,Stage with mountain(s),Romain Maes,BEL
12,7/17/1935,195,Cannes,Marseille,Plain stage,Charles Pélissier,FRA
13a,7/18/1935,112,Marseille,Nîmes,Plain stage,Vasco Bergamaschi,ITA
13b,7/18/1935,56,Nîmes,Montpellier,Individual time trial,Georges Speicher,FRA
14a,7/19/1935,103,Montpellier,Narbonne,Plain stage,René Le Grevès,FRA
14b,7/19/1935,63,Narbonne,Perpignan,Individual time trial,Maurice Archambaud,FRA
15,7/20/1935,325,Perpignan,Luchon,Stage with mountain(s),Sylvère Maes,BEL
16,7/22/1935,194,Luchon,Pau,Stage with mountain(s),Ambrogio Morelli,ITA
17,7/24/1935,224,Pau,Bordeaux,Plain stage,Julien Moineau,FRA
18a,7/25/1935,158,Bordeaux,Rochefort,Plain stage,René Le Grevès,FRA
18b,7/25/1935,33,Rochefort,La Rochelle,Individual time trial,André Leducq,FRA
19a,7/26/1935,81,La Rochelle,La Roche sur Yon,Plain stage,René Le Grevès,FRA
19b,7/26/1935,95,La Roche sur Yon,Nantes,Individual time trial,Jean Aerts,BEL
20a,7/27/1935,220,Nantes,Vire,Plain stage,René Le Grevès,FRA
20b,7/27/1935,55,Vire,Caen,Individual time trial,Ambrogio Morelli,ITA
21,7/28/1935,221,Caen,Paris,Plain stage,Romain Maes,BEL
1,7/3/1934,262,Paris,Lille,Plain stage,Georges Speicher,FRA
2,7/4/1934,192,Lille,Charleville,Plain stage,René Le Grevès,FRA
3,7/5/1934,161,Charleville,Metz,Plain stage,Roger Lapébie,FRA
4,7/6/1934,220,Metz,Belfort,Stage with mountain(s),Roger Lapébie,FRA
5,7/7/1934,293,Belfort,Evian,Plain stage,René Le Grevès,FRA
6,7/9/1934,207,Evian,Aix-les-Bains,Stage with mountain(s),Georges Speicher,FRA
7,7/10/1934,229,Aix-les-Bains,Grenoble,Stage with mountain(s),René Vietto,FRA
8,7/11/1934,102,Grenoble,Gap,Stage with mountain(s),Giuseppe Martano,ITA
9,7/12/1934,227,Gap,Digne,Stage with mountain(s),René Vietto,FRA
10,7/13/1934,156,Digne,Nice,Plain stage,René Le Grevès,FRA
11,7/15/1934,126,Nice,Cannes,Stage with mountain(s),René Vietto,FRA
12,7/16/1934,195,Cannes,Marseille,Plain stage,Roger Lapébie,FRA
13,7/17/1934,172,Marseille,Montpellier,Plain stage,Georges Speicher,FRA
14,7/18/1934,177,Montpellier,Perpignan,Plain stage,Roger Lapébie,FRA
15,7/20/1934,158,Perpignan,Ax-les-Thermes,Plain stage,Roger Lapébie,FRA
16,7/21/1934,165,Ax-les-Thermes,Luchon,Stage with mountain(s),Adriano Vignoli,ITA
17,7/22/1934,91,Luchon,Tarbes,Stage with mountain(s),Antonin Magne,FRA
18,7/23/1934,172,Tarbes,Pau,Stage with mountain(s),René Vietto,FRA
19,7/25/1934,215,Pau,Bordeaux,Plain stage,Ettore Meini,ITA
20,7/26/1934,183,Bordeaux,La Rochelle,Plain stage,Georges Speicher,FRA
21a,7/27/1934,81,La Rochelle,La Roche sur Yon,Plain stage,René Le Grevès,FRA
21b,7/27/1934,90,La Roche sur Yon,Nantes,Individual time trial,Antonin Magne,FRA
22,7/28/1934,275,Nantes,Caen,Plain stage,Raymond Louviot,FRA
23,7/29/1934,221,Caen,Paris,Plain stage,Sylvère Maes,BEL
1,6/27/1933,262,Paris,Lille,Plain stage,Maurice Archambaud,FRA
2,6/28/1933,192,Lille,Charleville,Plain stage,Learco Guerra,ITA
3,6/29/1933,166,Charleville,Metz,Plain stage,Alfons Schepers,BEL
4,6/30/1933,220,Metz,Belfort,Stage with mountain(s),Jean Aerts,BEL
5,7/1/1933,293,Belfort,Evian,Stage with mountain(s),Léon Louyet,BEL
6,7/3/1933,207,Evian,Aix-les-Bains,Stage with mountain(s),Learco Guerra,ITA
7,7/4/1933,229,Aix-les-Bains,Grenoble,Stage with mountain(s),Learco Guerra,ITA
8,7/5/1933,102,Grenoble,Gap,Stage with mountain(s),Georges Speicher,FRA
9,7/6/1933,227,Gap,Digne,Stage with mountain(s),Georges Speicher,FRA
10,7/7/1933,156,Digne,Nice,Plain stage,Fernand Cornez,FRA
11,7/9/1933,128,Nice,Cannes,Stage with mountain(s),Maurice Archambaud,FRA
12,7/10/1933,208,Cannes,Marseille,Plain stage,Georges Speicher,FRA
13,7/11/1933,168,Marseille,Montpellier,Plain stage,André Leducq,FRA
14,7/12/1933,166,Montpellier,Perpignan,Plain stage,André Leducq,FRA
15,7/14/1933,158,Perpignan,Ax-les-Thermes,Stage with mountain(s),Jean Aerts,BEL
16,7/15/1933,165,Ax-les-Thermes,Luchon,Stage with mountain(s),Léon Louyet,BEL
17,7/16/1933,91,Luchon,Tarbes,Stage with mountain(s),Jean Aerts,BEL
18,7/17/1933,185,Tarbes,Pau,Stage with mountain(s),Learco Guerra,ITA
19,7/19/1933,233,Pau,Bordeaux,Plain stage,Jean Aerts,BEL
20,7/20/1933,183,Bordeaux,La Rochelle,Plain stage,Jean Aerts,BEL
21,7/21/1933,266,La Rochelle,Rennes,Plain stage,Jean Aerts,BEL
22,7/22/1933,169,Rennes,Caen,Plain stage,René Le Grevès,FRA
23,7/23/1933,222,Caen,Paris,Plain stage,Learco Guerra,ITA
1,7/6/1932,208,Paris,Caen,Plain stage,Jean Aerts,BEL
2,7/7/1932,300,Caen,Nantes,Plain stage,Kurt Stöpel,GER
3,7/9/1932,387,Nantes,Bordeaux,Plain stage,André Leducq,FRA
4,7/11/1932,206,Bordeaux,Pau,Plain stage,Georges Ronsse,BEL
5,7/12/1932,229,Pau,Luchon,Stage with mountain(s),Antonio Pesenti,ITA
6,7/14/1932,322,Luchon,Perpignan,Stage with mountain(s),Frans Bonduel,BEL
7,7/16/1932,168,Perpignan,Montpellier,Plain stage,Frans Bonduel,BEL
8,7/17/1932,206,Montpellier,Marseille,Plain stage,Michele Orecchia,ITA
9,7/18/1932,191,Marseille,Cannes,Plain stage,Rafaele di Paco,ITA
10,7/19/1932,132,Cannes,Nice,Stage with mountain(s),Francesco Camusso,ITA
11,7/21/1932,233,Nice,Gap,Stage with mountain(s),André Leducq,FRA
12,7/22/1932,102,Gap,Grenoble,Stage with mountain(s),Roger Lapébie,FRA
13,7/23/1932,230,Grenoble,Aix-les-Bains,Stage with mountain(s),André Leducq,FRA
14,7/24/1932,204,Aix-les-Bains,Evian,Stage with mountain(s),Rafaele di Paco,ITA
15,7/25/1932,291,Evian,Belfort,Stage with mountain(s),André Leducq,FRA
16,7/26/1932,145,Belfort,Strasbourg,Plain stage,Gérard Loncke,BEL
17,7/27/1932,165,Strasbourg,Metz,Plain stage,Rafaele di Paco,ITA
18,7/28/1932,159,Metz,Charleville,Plain stage,Rafaele di Paco,ITA
19,7/29/1932,271,Charleville,Malo-les-Bains,Plain stage,Gaston Rebry,BEL
20,7/30/1932,212,Malo-les-Bains,Amiens,Plain stage,André Leducq,FRA
21,7/31/1932,159,Amiens,Paris,Plain stage,André Leducq,FRA
1,6/30/1931,208,Paris,Caen,Plain stage,Alfred Haemerlinck,BEL
2,7/1/1931,212,Caen,Dinan,Plain stage,Max Bulla,AUT
3,7/2/1931,206,Dinan,Brest,Plain stage,Fabio Battesini,ITA
4,7/3/1931,211,Brest,Vannes,Plain stage,André Godinat,FRA
5,7/4/1931,202,Vannes,Les Sables d'Olonne,Plain stage,Charles Pélissier,FRA
6,7/5/1931,338,Les Sables d'Olonne,Bordeaux,Plain stage,Alfred Haemerlinck,BEL
7,7/6/1931,180,Bordeaux,Bayonne,Plain stage,Gérard Loncke,BEL
8,7/7/1931,106,Bayonne,Pau,Plain stage,Charles Pélissier,FRA
9,7/8/1931,231,Pau,Luchon,Stage with mountain(s),Antonin Magne,FRA
10,7/10/1931,322,Luchon,Perpignan,Stage with mountain(s),Rafaele di Paco,ITA
11,7/12/1931,164,Perpignan,Montpellier,Plain stage,Rafaele di Paco,ITA
12,7/13/1931,207,Montpellier,Marseille,Plain stage,Max Bulla,AUT
13,7/14/1931,181,Marseille,Cannes,Plain stage,Charles Pélissier,FRA
14,7/15/1931,132,Cannes,Nice,Stage with mountain(s),Eugenio Gestri,ITA
15,7/17/1931,233,Nice,Gap,Stage with mountain(s),Jef Demuysere,BEL
16,7/18/1931,102,Gap,Grenoble,Stage with mountain(s),Charles Pélissier,FRA
17,7/19/1931,230,Grenoble,Aix-les-Bains,Stage with mountain(s),Max Bulla,AUT
18,7/20/1931,204,Aix-les-Bains,Evian,Stage with mountain(s),Jef Demuysere,BEL
19,7/21/1931,282,Evian,Belfort,Stage with mountain(s),Rafaele di Paco,ITA
20,7/22/1931,209,Belfort,Colmar,Stage with mountain(s),André Leducq,FRA
21,7/23/1931,192,Colmar,Metz,Plain stage,Rafaele di Paco,ITA
22,7/24/1931,159,Metz,Charleville,Plain stage,Raffaele di Paco,ITA
23,7/25/1931,271,Charleville,Malo-les-Bains,Plain stage,Gaston Rebry,BEL
24,7/26/1931,313,Malo-les-Bains,Paris,Plain stage,Charles Pélissier,FRA
1,7/2/1930,206,Paris,Caen,Plain stage,Charles Pélissier,FRA
2,7/3/1930,203,Caen,Dinan,Plain stage,Learco Guerra,ITA
3,7/4/1930,206,Dinan,Brest,Plain stage,Charles Pélissier,FRA
4,7/5/1930,210,Brest,Vannes,Plain stage,Omer Taverne,BEL
5,7/6/1930,202,Vannes,Les Sables d'Olonne,Plain stage,André Leducq,FRA
6,7/7/1930,285,Les Sables d'Olonne,Bordeaux,Plain stage,Jean Aerts,BEL
7,7/8/1930,222,Bordeaux,Hendaye,Plain stage,Jules Merviel,FRA
8,7/9/1930,146,Hendaye,Pau,Plain stage,Alfredo Binda,ITA
9,7/10/1930,231,Pau,Luchon,Stage with mountain(s),Alfredo Binda,ITA
10,7/12/1930,322,Luchon,Perpignan,Stage with mountain(s),Charles Pélissier,FRA
11,7/14/1930,164,Perpignan,Montpellier,Plain stage,Charles Pélissier,FRA
12,7/15/1930,209,Montpellier,Marseille,Plain stage,Antonin Magne,FRA
13,7/16/1930,181,Marseille,Cannes,Plain stage,Learco Guerra,ITA
14,7/17/1930,132,Cannes,Nice,Stage with mountain(s),Louis Peglion,FRA
15,7/19/1930,333,Nice,Grenoble,Stage with mountain(s),Learco Guerra,ITA
16,7/21/1930,331,Grenoble,Evian,Stage with mountain(s),André Leducq,FRA
17,7/23/1930,282,Evian,Belfort,Stage with mountain(s),Frans Bonduel,BEL
18,7/24/1930,223,Belfort,Metz,Plain stage,Charles Pélissier,FRA
19,7/25/1930,159,Metz,Charleville,Plain stage,Charles Pélissier,FRA
20,7/26/1930,271,Charleville,Malo-les-Bains,Plain stage,Charles Pélissier,FRA
21,7/27/1930,300,Malo-les-Bains,Paris,Plain stage,Charles Pélissier,FRA
1,6/30/1929,206,Paris,Caen,Plain stage,Aimé Dossche,BEL
2,7/1/1929,140,Caen,Cherbourg,Plain stage,André Leducq,FRA
3,7/2/1929,199,Cherbourg,Dinan,Plain stage,Omer Taverne,BEL
4,7/3/1929,206,Dinan,Brest,Plain stage,Louis Delannoy,BEL
5,7/4/1929,208,Brest,Vannes,Plain stage,Gustaaf van Slembrouck,BEL
6,7/5/1929,206,Vannes,Les Sables d'Olonne,Plain stage,Paul Le Drogo,FRA
7,7/6/1929,285,Les Sables d'Olonne,Bordeaux,Plain stage,Nicolas Frantz,LUX
8,7/7/1929,182,Bordeaux,Bayonne,Plain stage,Julien Moineau,FRA
9,7/9/1929,363,Bayonne,Luchon,Stage with mountain(s),Salvador Cardona,ESP
10,7/11/1929,323,Luchon,Perpignan,Stage with mountain(s),Jef Demuysere,BEL
11,7/13/1929,366,Perpignan,Marseille,Plain stage,André Leducq,FRA
12,7/15/1929,191,Marseille,Cannes,Team time trial,Marcel Bidot,FRA
13,7/16/1929,133,Cannes,Nice,Stage with mountain(s),Benoît Fauré,FRA
14,7/18/1929,333,Nice,Grenoble,Stage with mountain(s),Gaston Rebry,BEL
15,7/20/1929,329,Grenoble,Evian,Stage with mountain(s),Julien Vervaecke,BEL
16,7/22/1929,283,Evian,Belfort,Stage with mountain(s),Charles Pélissier,FRA
17,7/23/1929,145,Belfort,Strasbourg,Plain stage,André Leducq,FRA
18,7/24/1929,165,Strasbourg,Metz,Plain stage,André Leducq,FRA
19,7/25/1929,159,Metz,Charleville,Team time trial,Bernard van Rysselberghe,BEL
20,7/26/1929,270,Charleville,Malo-les-Bains,Team time trial,Maurice Dewaele,BEL
21,7/27/1929,234,Malo-les-Bains,Dieppe,Plain stage,André Leducq,FRA
22,7/28/1929,332,Dieppe,Paris,Plain stage,Nicolas Frantz,LUX
1,6/17/1928,207,Paris,Caen,Team time trial,Nicolas Frantz,LUX
2,6/18/1928,140,Caen,Cherbourg,Team time trial,André Leducq,FRA
3,6/19/1928,199,Cherbourg,Dinan,Team time trial,Gaston Rebry,BEL
4,6/20/1928,206,Dinan,Brest,Team time trial,Pé Verhaegen,BEL
5,6/21/1928,208,Brest,Vannes,Team time trial,Marcel Bidot,FRA
6,6/22/1928,204,Vannes,Les Sables d'Olonne,Team time trial,Nicolas Frantz,LUX
7,6/23/1928,285,Les Sables d'Olonne,Bordeaux,Team time trial,Victor Fontan,FRA
8,6/24/1928,225,Bordeaux,Hendaye,Team time trial,Maurice Dewaele,BEL
9,6/26/1928,387,Hendaye,Luchon,Stage with mountain(s),Victor Fontan,FRA
10,6/28/1928,323,Luchon,Perpignan,Stage with mountain(s),André Leducq,FRA
11,6/30/1928,363,Perpignan,Marseille,Plain stage,André Leducq,FRA
12,7/2/1928,330,Marseille,Nice,Stage with mountain(s),Nicolas Frantz,LUX
13,7/4/1928,333,Nice,Grenoble,Stage with mountain(s),Antonin Magne,FRA
14,7/6/1928,329,Grenoble,Evian,Stage with mountain(s),Julien Moineau,FRA
15,7/8/1928,213,Evian,Pontarlier,Team time trial,Pierre Magne,FRA
16,7/9/1928,119,Pontarlier,Belfort,Team time trial,André Leducq,FRA
17,7/10/1928,145,Belfort,Strasbourg,Team time trial,Joseph Mauclair,FRA
18,7/11/1928,165,Strasbourg,Metz,Team time trial,Nicolas Frantz,LUX
19,7/12/1928,159,Metz,Charleville,Team time trial,Marcel Huot,FRA
20,7/13/1928,271,Charleville,Malo-les-Bains,Team time trial,Maurice Dewaele,BEL
21,7/14/1928,234,Malo-les-Bains,Dieppe,Team time trial,Antonin Magne,FRA
22,7/15/1928,331,Dieppe,Paris,Plain stage,Nicolas Frantz,LUX
1,6/19/1927,180,Paris,Dieppe,Team time trial,Francis Pélissier,FRA
2,6/20/1927,103,Dieppe,Le Havre,Team time trial,Maurice Dewaele,BEL
3,6/21/1927,225,Le Havre,Caen,Team time trial,Hector Martin,BEL
4,6/22/1927,140,Caen,Cherbourg,Team time trial,Camille van de Casteele,BEL
5,6/23/1927,199,Cherbourg,Dinan,Team time trial,Ferdinand Le Drogo,FRA
6,6/24/1927,206,Dinan,Brest,Team time trial,André Leducq,FRA
7,6/25/1927,207,Brest,Vannes,Team time trial,Gustaaf van Slembrouck,BEL
8,6/26/1927,204,Vannes,Les Sables d'Olonne,Team time trial,Raymond Decorte,BEL
9,6/27/1927,285,Les Sables d'Olonne,Bordeaux,Team time trial,Adelin Benoit,BEL
10,6/28/1927,189,Bordeaux,Bayonne,Plain stage,Pé Verhaegen,BEL
11,6/30/1927,326,Bayonne,Luchon,Stage with mountain(s),Nicolas Frantz,LUX
12,7/2/1927,323,Luchon,Perpignan,Stage with mountain(s),Gustaaf van Slembrouck,BEL
13,7/4/1927,360,Perpignan,Marseille,Plain stage,Maurice Dewaele,BEL
14,7/5/1927,120,Marseille,Toulon,Team time trial,Antonin Magne,FRA
15,7/6/1927,220,Toulon,Nice,Stage with mountain(s),Nicolas Frantz,LUX
16,7/8/1927,275,Nice,Briançon,Stage with mountain(s),Julien Vervaecke,BEL
17,7/9/1927,283,Briançon,Evian,Stage with mountain(s),Pé Verhaegen,BEL
18,7/11/1927,213,Evian,Pontarlier,Team time trial,Adelin Benoit,BEL
19,7/12/1927,119,Pontarlier,Belfort,Team time trial,Maurice Geldhof,BEL
20,7/13/1927,145,Belfort,Strasbourg,Team time trial,Raymond Decorte,BEL
21,7/14/1927,165,Strasbourg,Metz,Team time trial,Nicolas Frantz,LUX
22,7/15/1927,159,Metz,Charleville,Team time trial,Hector Martin,BEL
23,7/16/1927,270,Charleville,Dunkerque,Team time trial,André Leducq,FRA
24,7/17/1927,344,Dunkerque,Paris,Plain stage,André Leducq,FRA
1,6/20/1926,373,Evian,Mülhausen,Plain stage,Jules Buysse,BEL
2,6/22/1926,334,Mülhausen,Metz,Plain stage,Aimé Dossche,BEL
3,6/24/1926,433,Metz,Dunkerque,Plain stage,Gustaaf van Slembrouck,BEL
4,6/26/1926,361,Dunkerque,Le Havre,Plain stage,Félix Sellier,BEL
5,6/28/1926,357,Le Havre,Cherbourg,Plain stage,Adelin Benoit,BEL
6,6/30/1926,405,Cherbourg,Brest,Plain stage,Joseph van Dam,BEL
7,7/2/1926,412,Brest,Les Sables d'Olonne,Plain stage,Nicolas Frantz,LUX
8,7/3/1926,285,Les Sables d'Olonne,Bordeaux,Plain stage,Joseph van Dam,BEL
9,7/4/1926,189,Bordeaux,Bayonne,Plain stage,Nicolas Frantz,LUX
10,7/6/1926,326,Bayonne,Luchon,Stage with mountain(s),Lucien Buysse,BEL
11,7/8/1926,323,Luchon,Perpignan,Stage with mountain(s),Lucien Buysse,BEL
12,7/10/1926,427,Perpignan,Toulon,Plain stage,Nicolas Frantz,LUX
13,7/12/1926,280,Toulon,Nice,Plain stage,Nicolas Frantz,LUX
14,7/14/1926,275,Nice,Briançon,Stage with mountain(s),Bartolomeo Aimo,ITA
15,7/16/1926,303,Briançon,Evian,Stage with mountain(s),Joseph van Dam,BEL
16,7/17/1926,321,Evian,Dijon,Plain stage,Camille van de Casteele,BEL
17,7/18/1926,341,Dijon,Paris,Plain stage,Aimé Dossche,BEL
1,6/21/1925,340,Paris,Le Havre,Plain stage,Ottavio Bottecchia,ITA
2,6/23/1925,371,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,6/25/1925,405,Cherbourg,Brest,Plain stage,Louis Mottiat,BEL
4,6/26/1925,208,Brest,Vannes,Plain stage,Nicolas Frantz,LUX
5,6/27/1925,204,Vannes,Les Sables-d'Olonne,Plain stage,Nicolas Frantz,LUX
6,6/28/1925,293,Les Sables-d'Olonne,Bordeaux,Plain stage,Ottavio Bottecchia,ITA
7,6/29/1925,189,Bordeaux,Bayonne,Plain stage,Ottavio Bottecchia,ITA
8,7/1/1925,326,Bayonne,Luchon,Stage with mountain(s),Adelin Benoît,BEL
9,7/3/1925,323,Luchon,Perpignan,Stage with mountain(s),Nicolas Frantz,LUX
10,7/4/1925,215,Perpignan,Nîmes,Plain stage,Theophile Beeckman,BEL
11,7/5/1925,215,Nîmes,Toulon,Plain stage,Lucien Buysse,BEL
12,7/7/1925,280,Toulon,Nice,Stage with mountain(s),Lucien Buysse,BEL
13,7/9/1925,275,Nice,Briançon,Stage with mountain(s),Bartolomeo Aimo,ITA
14,7/11/1925,303,Briançon,Evian,Stage with mountain(s),Hector Martin,BEL
15,7/13/1925,373,Evian,Mulhouse,Stage with mountain(s),Nicolas Frantz,LUX
16,7/15/1925,334,Mulhouse,Metz,Plain stage,Hector Martin,BEL
17,7/17/1925,433,Metz,Dunkerque,Plain stage,Hector Martin,BEL
18,7/19/1925,343,Dunkerque,Paris,Plain stage,Ottavio Bottecchia,ITA
1,6/22/1924,381,Paris,Le Havre,Plain stage,Ottavio Bottecchia,ITA
2,6/24/1924,371,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,6/26/1924,405,Cherbourg,Brest,Plain stage,Philippe Thys,BEL
4,6/28/1924,412,Brest,Les Sables-d'Olonne,Plain stage,Félix Goethals,FRA
